PID,MfgrName,ProductName,CatName,RetailPrice,MaxDiscount
23011,Zeekilax  ,Mongliban,Recording Equipment,317.02,0.84
23012,Trupebin Holdings Group,Barmunover,Printer,149.1,0.62
23013,Klitumopicator  ,Thrusapaquazz,Dryer,498.26,0.44
23013,Klitumopicator  ,Thrusapaquazz,MP3 Player,498.26,0.44
23013,Klitumopicator  ,Thrusapaquazz,Recording Equipment,498.26,0.44
23014,Adtumommin  Inc,Tuptinantor,Car Audio,159.38,0.63
23014,Adtumommin  Inc,Tuptinantor,Dryer,159.38,0.63
23014,Adtumommin  Inc,Tuptinantor,Washer,159.38,0.63
23015,Winmunilan  ,Renipamar,Phone,431.14,0.71
23016,Suptumax Holdings ,Endtinicator,Phone,474.87,0.83
23017,Happebegower  ,Zeedudackistor,Scanner,58.82,0.05
23018,Klisipadower  Corp.,Klibanan,CD,125.83,0.48
23018,Klisipadower  Corp.,Klibanan,Fax,125.83,0.48
23018,Klisipadower  Corp.,Klibanan,Projector,125.83,0.48
23019,Endpickower  Group,Varhupanin,TV,199.63,0.77
23020,Ciptumeficator  Corp.,Thrupickedistor,Camera Lens,461.69,0.5
23021,Cipvenar Holdings Group,Moneror,TV,400.99,0.43
23021,Cipvenar Holdings Group,Moneror,Video Camera,400.99,0.43
23022,Thruquestistor Holdings Inc,Varhupefover,Computer,390.09,0.69
23022,Thruquestistor Holdings Inc,Varhupefover,DVD,390.09,0.69
23022,Thruquestistor Holdings Inc,Varhupefover,Speaker,390.09,0.69
23023,Montinor International Group,Cipkilar,Microwave,3.63,0.22
23023,Montinor International Group,Cipkilar,MP3 Player,3.63,0.22
23024,Reweror Holdings Company,Qwidimewan,Air Purifier,290,0.41
23024,Reweror Holdings Company,Qwidimewan,Refridgerator,290,0.41
23025,Raphupentor Direct ,Unerentor,Microwave,341.51,0.69
23026,Zeewerpicator Direct ,Doppebex,Battery,89.5,0.49
23026,Zeewerpicator Direct ,Doppebex,MP3 Player,89.5,0.49
23027,Dophupewex International ,Mondudar,Microwave,64.05,0.63
23027,Dophupewex International ,Mondudar,TV,64.05,0.63
23027,Dophupewex International ,Mondudar,Vacuum Cleaner,64.05,0.63
23028,Trujubupantor Holdings ,Tupbanax,Car Audio,227.02,0.37
23028,Trujubupantor Holdings ,Tupbanax,Speaker,227.02,0.37
23028,Trujubupantor Holdings ,Tupbanax,TV,227.02,0.37
23029,Unweropax Direct ,Truvenexentor,Air Purifier,329.1,0.39
23029,Unweropax Direct ,Truvenexentor,Camera,329.1,0.39
23030,Thrutinepin Holdings Company,Rezapar,Phone,268.84,0.12
23030,Thrutinepin Holdings Company,Rezapar,Tool,268.84,0.12
23030,Thrutinepin Holdings Company,Rezapar,Washer,268.84,0.12
23031,Qwidimower International ,Frowerpimex,DVD,366.79,0.76
23032,Advenupex Direct Company,Surjubupan,Fax,428.17,0.13
23033,Tupsipimower International Inc,Ciptumower,Air Purifier,489.29,0.75
23033,Tupsipimower International Inc,Ciptumower,Camera,489.29,0.75
23033,Tupsipimower International Inc,Ciptumower,CD,489.29,0.75
23034,Truzapicar Direct Corp.,Barhupedgan,Speaker,389.14,0
23035,Adbanonover  ,Varsaponazz,Air Conditioner,244.78,0.07
23035,Adbanonover  ,Varsaponazz,Projector,244.78,0.07
23036,Rapjubover Holdings ,Varpebinower,GPS,262.31,0.35
23036,Rapjubover Holdings ,Varpebinower,Microwave,262.31,0.35
23037,Haphupin Holdings Corp.,Surtumommex,Video Game,426.44,0.19
23038,Adzapex Direct Group,Upquestan,CD,323.98,0.08
23039,Barquestan  Inc,Thrukilewentor,Microwave,400.42,0.07
23040,Raperin Holdings Company,Rapsapinazz,Tool,475.44,0.53
23041,Unsipedover WorldWide ,Resapamentor,Bluray,340.61,0.28
23041,Unsipedover WorldWide ,Resapamentor,Scanner,340.61,0.28
23042,Truhupar Direct ,Winpebentor,Refridgerator,342.59,0.38
23042,Truhupar Direct ,Winpebentor,Vacuum Cleaner,342.59,0.38
23043,Tuppebax International ,Reeristor,Microwave,475.57,0.23
23043,Tuppebax International ,Reeristor,Recording Equipment,475.57,0.23
23043,Tuppebax International ,Reeristor,Washer,475.57,0.23
23044,Grosipamor  ,Thrumunegor,GPS,360.21,0
23044,Grosipamor  ,Thrumunegor,Video Game,360.21,0
23045,Klisapeficator International Company,Adquestedgistor,Microwave,32.9,0
23046,Rapdudackower Holdings Group,Trupebefover,Air Conditioner,1.68,0.49
23046,Rapdudackower Holdings Group,Trupebefover,Projector,1.68,0.49
23047,Klidudazz International ,Uptanedan,Dryer,186.77,0.72
23047,Klidudazz International ,Uptanedan,Satellite Radio,186.77,0.72
23048,Mondudower WorldWide ,Dopdimefistor,Car Audio,319.27,0.28
23048,Mondudower WorldWide ,Dopdimefistor,MP3 Player,319.27,0.28
23049,Grotumentor International ,Monvenazz,MP3 Player,340.56,0.28
23049,Grotumentor International ,Monvenazz,TV,340.56,0.28
23049,Grotumentor International ,Monvenazz,Washer,340.56,0.28
23050,Surtinazz  Inc,Retinadower,Air Purifier,364.4,0.73
23050,Surtinazz  Inc,Retinadower,Computer,364.4,0.73
23050,Surtinazz  Inc,Retinadower,Washer,364.4,0.73
23051,Monpebistor International ,Barmunimentor,Car Audio,402.22,0.88
23051,Monpebistor International ,Barmunimentor,Recording Equipment,402.22,0.88
23052,Rezapupar Direct Company,Froquestan,Tool,249.12,0.56
23053,Varcadilax Direct ,Inbanentor,Air Purifier,294.54,0.05
23053,Varcadilax Direct ,Inbanentor,Bluray,294.54,0.05
23053,Varcadilax Direct ,Inbanentor,Video Game,294.54,0.05
23054,Dopsipedgax  ,Grosipommantor,TV,360.03,0.72
23055,Remunopin  ,Supquestilar,Camera,268.16,0.47
23055,Remunopin  ,Supquestilar,Computer,268.16,0.47
23055,Remunopin  ,Supquestilar,Phone,268.16,0.47
23056,Parquestantor Holdings Group,Unbanar,Car Audio,270.31,0.67
23056,Parquestantor Holdings Group,Unbanar,Recording Equipment,270.31,0.67
23057,Partumax Direct Group,Rapdudantor,DVD,41.73,0.47
23057,Partumax Direct Group,Rapdudantor,Satellite Radio,41.73,0.47
23058,Adnipover Holdings ,Winhupackex,Camera,303.87,0.31
23058,Adnipover Holdings ,Winhupackex,Car Audio,303.87,0.31
23059,Tiprobex  ,Surrobicator,Dryer,451.73,0
23059,Tiprobex  ,Surrobicator,Phone,451.73,0
23060,Varkilepover Direct ,Tipjubicator,Recording Equipment,234.97,0.41
23061,Surkilimentor  Company,Qwisipex,Camera Lens,431.43,0.78
23062,Parsapax WorldWide ,Barwerimex,Air Conditioner,170.22,0.52
23062,Parsapax WorldWide ,Barwerimex,TV,170.22,0.52
23063,Varnipantor Holdings ,Qwitanupan,Camera Lens,174.73,0.28
23063,Varnipantor Holdings ,Qwitanupan,GPS,174.73,0.28
23064,Klijubar Holdings ,Parcadanower,Car Audio,277.73,0.57
23064,Klijubar Holdings ,Parcadanower,Projector,277.73,0.57
23064,Klijubar Holdings ,Parcadanower,Washer,277.73,0.57
23065,Sursipicator  Group,Surpickegistor,Car Audio,111.28,0.05
23065,Sursipicator  Group,Surpickegistor,GPS,111.28,0.05
23065,Sursipicator  Group,Surpickegistor,Speaker,111.28,0.05
23066,Lomnipover  ,Thruhupupower,Bluray,388.85,0.54
23066,Lomnipover  ,Thruhupupower,Car Audio,388.85,0.54
23066,Lomnipover  ,Thruhupupower,DVD,388.85,0.54
23067,Varfropan Holdings ,Qwitumax,Camera,159.81,0
23068,Adniponan  Corp.,Infropefin,Phone,110.12,0.57
23068,Adniponan  Corp.,Infropefin,Washer,110.12,0.57
23069,Endsipazz  Corp.,Groeraquistor,Car Audio,414.61,0
23070,Inkilex  ,Rapkilupex,Camera,169.84,0.22
23070,Inkilex  ,Rapkilupex,Phone,169.84,0.22
23070,Inkilex  ,Rapkilupex,Scanner,169.84,0.22
23071,Monsapan International Corp.,Klitanower,Projector,49.44,0.74
23071,Monsapan International Corp.,Klitanower,Scanner,49.44,0.74
23072,Unpebewin Direct Corp.,Hapbanaquar,Satellite Radio,234.84,0.31
23073,Endjubor Holdings Corp.,Kliglibentor,MP3 Player,225.41,0.07
23073,Endjubor Holdings Corp.,Kliglibentor,Recording Equipment,225.41,0.07
23073,Endjubor Holdings Corp.,Kliglibentor,Tool,225.41,0.07
23074,Barquestan  Inc,Reerover,Camera,224.19,0.07
23074,Barquestan  Inc,Reerover,Camera Lens,224.19,0.07
23074,Barquestan  Inc,Reerover,Vacuum Cleaner,224.19,0.07
23075,Rappickover WorldWide Company,Winwerpimover,DVD,122.08,0.39
23075,Rappickover WorldWide Company,Winwerpimover,Tool,122.08,0.39
23076,Montanar Holdings Company,Klinipedgan,Computer,59.4,0.15
23077,Unquestistor WorldWide ,Winpickor,GPS,414.52,0.7
23077,Unquestistor WorldWide ,Winpickor,Video Camera,414.52,0.7
23077,Unquestistor WorldWide ,Winpickor,Video Game,414.52,0.7
23078,Lomtanar International ,Addudantor,Dryer,143.41,0.69
23078,Lomtanar International ,Addudantor,GPS,143.41,0.69
23078,Lomtanar International ,Addudantor,Video Camera,143.41,0.69
23079,Hapdimamex WorldWide ,Intinan,MP3 Player,258.1,0.47
23080,Qwidimommazz Holdings Corp.,Barsipor,Air Purifier,340.84,0.47
23080,Qwidimommazz Holdings Corp.,Barsipor,Video Camera,340.84,0.47
23081,Dopzapicex Holdings Group,Repebantor,Car Audio,402.73,0.76
23081,Dopzapicex Holdings Group,Repebantor,Refridgerator,402.73,0.76
23081,Dopzapicex Holdings Group,Repebantor,Vacuum Cleaner,402.73,0.76
23082,Frobanan Holdings Group,Frokilover,Battery,244.79,0
23082,Frobanan Holdings Group,Frokilover,Speaker,244.79,0
23083,Hapvenicator Direct ,Grodimamin,Air Purifier,386.46,0.22
23084,Upwerefower International ,Inkilommin,Camera,464.7,0.44
23085,Grosapantor Direct ,Lombanonar,Battery,366.62,0.29
23085,Grosapantor Direct ,Lombanonar,Phone,366.62,0.29
23086,Dopsipplentor  Corp.,Tupsipilicator,CD,118.68,0
23087,Tipvenefar  ,Varroban,Refridgerator,134.63,0.45
23088,Supfropan Direct ,Grorobazz,Dryer,130.26,0.01
23089,Vartumadax Direct Group,Winbanentor,Satellite Radio,121.98,0.35
23090,Hapweran International ,Upcadazz,Dryer,474.47,0.65
23090,Hapweran International ,Upcadazz,Recording Equipment,474.47,0.65
23090,Hapweran International ,Upcadazz,Washer,474.47,0.65
23091,Truglibazz Direct ,Winpickazz,Camera,221.58,0.56
23091,Truglibazz Direct ,Winpickazz,Scanner,221.58,0.56
23091,Truglibazz Direct ,Winpickazz,Speaker,221.58,0.56
23092,Thrurobicar WorldWide ,Fropebefor,Air Conditioner,123.56,0.11
23092,Thrurobicar WorldWide ,Fropebefor,Tool,123.56,0.11
23093,Zeetanazz  ,Qwivenax,Car Audio,372.25,0.78
23093,Zeetanazz  ,Qwivenax,Video Game,372.25,0.78
23094,Hapquestover Direct ,Supwerponantor,Washer,166.45,0.83
23095,Trubanantor WorldWide ,Vartumommower,GPS,45.01,0.85
23096,Cipweraquentor  ,Trusapedover,CD,171.39,0.08
23097,Rerobex  ,Unbanadin,Microwave,168.86,0
23097,Rerobex  ,Unbanadin,Vacuum Cleaner,168.86,0
23098,Endzapplin International Inc,Cipvenepicator,Bluray,198.84,0.45
23098,Endzapplin International Inc,Cipvenepicator,Camera,198.84,0.45
23098,Endzapplin International Inc,Cipvenepicator,MP3 Player,198.84,0.45
23099,Unbanollentor WorldWide Group,Qwikiladar,Air Conditioner,249.93,0.76
23100,Zeetinexower International ,Untinantor,Speaker,144.05,0.2
23101,Dopveninentor Holdings ,Cipdudar,Camera,341.87,0.62
23102,Inkilex  ,Indimistor,Camera Lens,77.65,0.22
23102,Inkilex  ,Indimistor,Recording Equipment,77.65,0.22
23102,Inkilex  ,Indimistor,Speaker,77.65,0.22
23103,Zeeglibadar Holdings Corp.,Thruroban,Battery,404.66,0.2
23104,Upkilin  Corp.,Zeebanantor,GPS,171.72,0.8
23105,Emtinistor WorldWide Inc,Trunipower,Car Audio,315.97,0.34
23105,Emtinistor WorldWide Inc,Trunipower,Phone,315.97,0.34
23105,Emtinistor WorldWide Inc,Trunipower,Refridgerator,315.97,0.34
23106,Upwerpentor WorldWide ,Retumin,Video Camera,168.39,0.54
23107,Raphupinower  ,Embanantor,Battery,24.71,0.24
23107,Raphupinower  ,Embanantor,TV,24.71,0.24
23108,Zeeglibadar Holdings Corp.,Thruquestonover,Camera,71.36,0.2
23108,Zeeglibadar Holdings Corp.,Thruquestonover,Video Game,71.36,0.2
23109,Barmunar WorldWide ,Tipfropicator,Air Conditioner,238.96,0.19
23109,Barmunar WorldWide ,Tipfropicator,Satellite Radio,238.96,0.19
23109,Barmunar WorldWide ,Tipfropicator,Speaker,238.96,0.19
23110,Bartanefin International ,Unzapewin,Computer,209.76,0.58
23110,Bartanefin International ,Unzapewin,Speaker,209.76,0.58
23110,Bartanefin International ,Unzapewin,Vacuum Cleaner,209.76,0.58
23111,Parfropicator International ,Suppebantor,DVD,355.78,0.03
23111,Parfropicator International ,Suppebantor,Microwave,355.78,0.03
23112,Varzapicator Direct Corp.,Rapjubaquor,Phone,398.31,0.49
23112,Varzapicator Direct Corp.,Rapjubaquor,Scanner,398.31,0.49
23112,Varzapicator Direct Corp.,Rapjubaquor,TV,398.31,0.49
23113,Zeepickamower WorldWide Company,Emerantor,Air Conditioner,46.77,0.4
23113,Zeepickamower WorldWide Company,Emerantor,Dryer,46.77,0.4
23113,Zeepickamower WorldWide Company,Emerantor,Phone,46.77,0.4
23114,Frofropentor Holdings ,Frohupommar,Dryer,111.9,0.27
23114,Frofropentor Holdings ,Frohupommar,Microwave,111.9,0.27
23114,Frofropentor Holdings ,Frohupommar,Video Game,111.9,0.27
23115,Doptanin Direct Group,Moneraquentor,CD,332.24,0.03
23116,Barcadicantor  Group,Gropickommicator,Refridgerator,187.64,0.04
23116,Barcadicantor  Group,Gropickommicator,Scanner,187.64,0.04
23116,Barcadicantor  Group,Gropickommicator,Speaker,187.64,0.04
23117,Inweradazz International Company,Qwihupeficator,Video Camera,283.75,0.9
23118,Unsipexar WorldWide ,Cipdimimantor,GPS,210.03,0.36
23118,Unsipexar WorldWide ,Cipdimimantor,TV,210.03,0.36
23118,Unsipexar WorldWide ,Cipdimimantor,Video Camera,210.03,0.36
23119,Trueregentor Holdings Group,Emeraquistor,Camera,411.11,0.55
23119,Trueregentor Holdings Group,Emeraquistor,GPS,411.11,0.55
23120,Grosipover Direct ,Superor,Dryer,492.6,0.67
23120,Grosipover Direct ,Superor,Satellite Radio,492.6,0.67
23120,Grosipover Direct ,Superor,Tool,492.6,0.67
23121,Thrupebonor  ,Tupkilicator,CD,255.22,0.37
23121,Thrupebonor  ,Tupkilicator,Fax,255.22,0.37
23122,Renipicator WorldWide ,Tuppickex,Air Conditioner,30.55,0.67
23123,Uptanover Holdings Company,Truwerpinistor,Air Conditioner,488.14,0.8
23123,Uptanover Holdings Company,Truwerpinistor,Air Purifier,488.14,0.8
23124,Groerexower WorldWide ,Klikilover,Tool,440.14,0.25
23125,Klinipar International Company,Varsipex,Battery,448.26,0.83
23125,Klinipar International Company,Varsipex,Bluray,448.26,0.83
23125,Klinipar International Company,Varsipex,GPS,448.26,0.83
23126,Lomdudicator International ,Cipbanor,Satellite Radio,425.87,0.03
23127,Varbanaquower Direct Corp.,Tupmunover,DVD,362.58,0.85
23127,Varbanaquower Direct Corp.,Tupmunover,TV,362.58,0.85
23128,Adwericower Direct Inc,Parvenedgicator,GPS,59.96,0.77
23128,Adwericower Direct Inc,Parvenedgicator,Printer,59.96,0.77
23129,Parpickicentor  Inc,Rerobax,Air Purifier,180.18,0.83
23129,Parpickicentor  Inc,Rerobax,Computer,180.18,0.83
23129,Parpickicentor  Inc,Rerobax,Projector,180.18,0.83
23130,Unvenefor  Group,Supwerpewicator,Printer,450.69,0.41
23130,Unvenefor  Group,Supwerpewicator,TV,450.69,0.41
23131,Qwiwerpistor WorldWide ,Endwerpower,Air Conditioner,390.54,0.04
23131,Qwiwerpistor WorldWide ,Endwerpower,Camera,390.54,0.04
23131,Qwiwerpistor WorldWide ,Endwerpower,Computer,390.54,0.04
23132,Parnipan Holdings ,Rapwerin,Battery,216.69,0.66
23133,Adveninentor  Inc,Tippebin,Camera,393.48,0.35
23133,Adveninentor  Inc,Tippebin,Car Audio,393.48,0.35
23134,Tuptumar International ,Klikilazz,Dryer,115.05,0.15
23135,Varbanonicator  ,Zeedimantor,Refridgerator,498.97,0.18
23136,Varjubower  Corp.,Addudistor,Car Audio,326.07,0.36
23136,Varjubower  Corp.,Addudistor,Fax,326.07,0.36
23137,Sursipackar WorldWide Company,Fropebax,Air Conditioner,340.13,0.52
23138,Kliericator International ,Lomfropistor,Car Audio,215.74,0.52
23139,Frotinaquar Direct Group,Lomglibicator,Air Conditioner,149.73,0.7
23140,Dopdimaquor Holdings Company,Monwericator,Battery,199.23,0.75
23141,Inrobadan Direct ,Thrukilollin,Battery,94.97,0.21
23141,Inrobadan Direct ,Thrukilollin,Video Game,94.97,0.21
23142,Trupebistor  Inc,Endpickopan,Camera Lens,64.28,0.45
23143,Cipwerpeficator  ,Suptumar,GPS,391.31,0.53
23144,Varkilantor International ,Zeeglibilistor,Battery,412.22,0.6
23144,Varkilantor International ,Zeeglibilistor,Car Audio,412.22,0.6
23145,Upkilicex Holdings Inc,Thrudiminentor,Car Audio,119.68,0.29
23145,Upkilicex Holdings Inc,Thrudiminentor,Recording Equipment,119.68,0.29
23146,Zeewerpistor Holdings ,Surnipadin,Phone,323.27,0.85
23147,Vartinax International Corp.,Varjubonover,Air Conditioner,77.79,0.18
23147,Vartinax International Corp.,Varjubonover,Camera Lens,77.79,0.18
23147,Vartinax International Corp.,Varjubonover,Car Audio,77.79,0.18
23148,Frosipazz International Company,Hapsapor,Fax,261.36,0.71
23148,Frosipazz International Company,Hapsapor,Satellite Radio,261.36,0.71
23149,Emdimar Direct ,Surcadistor,CD,334.21,0.49
23150,Emwericator WorldWide Company,Lomfropazz,CD,357.37,0.05
23150,Emwericator WorldWide Company,Lomfropazz,Washer,357.37,0.05
23151,Enderor WorldWide ,Uphupedicator,Air Purifier,387.64,0.04
23152,Dophupewex International ,Lomkilower,Printer,458.83,0.63
23152,Dophupewex International ,Lomkilower,Scanner,458.83,0.63
23153,Zeejubomman  ,Tupfropicator,Bluray,287.72,0.13
23154,Hapfropentor International Group,Cipdimegover,Camera,257.33,0.84
23154,Hapfropentor International Group,Cipdimegover,Speaker,257.33,0.84
23155,Tippebantor Direct Company,Zeerobewin,Dryer,388.84,0.53
23155,Tippebantor Direct Company,Zeerobewin,Satellite Radio,388.84,0.53
23156,Qwierentor Direct ,Dopglibax,Printer,312.32,0.04
23157,Varfropanax Holdings Corp.,Groerover,Phone,89.51,0.57
23157,Varfropanax Holdings Corp.,Groerover,Tool,89.51,0.57
23158,Varvenower Direct ,Varcadentor,Bluray,464.52,0.77
23158,Varvenower Direct ,Varcadentor,DVD,464.52,0.77
23158,Varvenower Direct ,Varcadentor,Microwave,464.52,0.77
23159,Cipsapentor International ,Upwerpanover,DVD,223.46,0.72
23160,Tupvenin Direct Inc,Suptinantor,DVD,390.09,0.45
23160,Tupvenin Direct Inc,Suptinantor,Tool,390.09,0.45
23160,Tupvenin Direct Inc,Suptinantor,Video Camera,390.09,0.45
23161,Tupkilor International Inc,Gronipedazz,Battery,305.8,0.46
23161,Tupkilor International Inc,Gronipedazz,Tool,305.8,0.46
23162,Renipin  ,Supwerpax,Speaker,464.75,0.52
23163,Inquestaquover WorldWide ,Varpebaquazz,Computer,391.18,0.18
23164,Inwerepor  Company,Indudexex,Computer,288.27,0.49
23164,Inwerepor  Company,Indudexex,TV,288.27,0.49
23165,Rehupan Holdings Company,Barbanefax,Projector,319.22,0.49
23165,Rehupan Holdings Company,Barbanefax,Recording Equipment,319.22,0.49
23165,Rehupan Holdings Company,Barbanefax,Satellite Radio,319.22,0.49
23166,Raphupentor Direct ,Supglibackazz,Car Audio,140.1,0.69
23166,Raphupentor Direct ,Supglibackazz,GPS,140.1,0.69
23167,Unvenistor WorldWide ,Inwerpazz,Car Audio,5.83,0.73
23168,Unquestower  ,Parvenover,CD,431.73,0.55
23168,Unquestower  ,Parvenover,Phone,431.73,0.55
23169,Incadex  ,Unpebedgicator,Camera Lens,112.93,0.73
23169,Incadex  ,Unpebedgicator,DVD,112.93,0.73
23169,Incadex  ,Unpebedgicator,Washer,112.93,0.73
23170,Emdimazz  Group,Rapdimaquax,Bluray,7.17,0.67
23170,Emdimazz  Group,Rapdimaquax,Tool,7.17,0.67
23171,Zeekilax  ,Windudistor,Battery,347.51,0.84
23171,Zeekilax  ,Windudistor,Video Game,347.51,0.84
23172,Haptanegax Holdings ,Tipkilantor,Battery,69.01,0.72
23172,Haptanegax Holdings ,Tipkilantor,Phone,69.01,0.72
23172,Haptanegax Holdings ,Tipkilantor,Printer,69.01,0.72
23173,Varpickefentor WorldWide ,Truwerpover,DVD,61.29,0.04
23173,Varpickefentor WorldWide ,Truwerpover,Printer,61.29,0.04
23174,Lomtumador WorldWide Inc,Rapjubover,Phone,212.88,0.57
23175,Endsipepazz Direct ,Adzapor,Refridgerator,398.63,0.05
23175,Endsipepazz Direct ,Adzapor,Satellite Radio,398.63,0.05
23176,Thrududover Direct Company,Hapdudackex,Bluray,191.94,0.22
23176,Thrududover Direct Company,Hapdudackex,Fax,191.94,0.22
23177,Frodudollazz  Corp.,Frowerpazz,Printer,139.24,0.13
23178,Suprobefax WorldWide Company,Qwijubor,Camera Lens,76.92,0.71
23179,Varwerpazz Direct ,Winkilupantor,Air Purifier,321.45,0.28
23179,Varwerpazz Direct ,Winkilupantor,Fax,321.45,0.28
23179,Varwerpazz Direct ,Winkilupantor,Projector,321.45,0.28
23180,Upkilex WorldWide Group,Thruglibedin,Printer,125.99,0.68
23180,Upkilex WorldWide Group,Thruglibedin,Video Camera,125.99,0.68
23181,Varerefin WorldWide ,Unwerpewor,Battery,349.09,0.1
23182,Winkilinan International ,Zeeglibar,Vacuum Cleaner,102.23,0.76
23183,Parpickicentor  Inc,Fropebover,CD,225.75,0.83
23183,Parpickicentor  Inc,Fropebover,Video Game,225.75,0.83
23184,Grofropistor Direct Company,Supnipamex,Computer,322.81,0.67
23185,Thrucadedor Direct ,Parrobentor,Dryer,64.05,0.12
23185,Thrucadedor Direct ,Parrobentor,Vacuum Cleaner,64.05,0.12
23186,Hapweran International ,Varsipazz,Microwave,431.71,0.65
23187,Windimax WorldWide Corp.,Hapquestommantor,Air Purifier,428.96,0.34
23187,Windimax WorldWide Corp.,Hapquestommantor,Phone,428.96,0.34
23187,Windimax WorldWide Corp.,Hapquestommantor,Tool,428.96,0.34
23188,Emtinicator WorldWide ,Tupbanegan,Battery,137.16,0.16
23188,Emtinicator WorldWide ,Tupbanegan,Scanner,137.16,0.16
23188,Emtinicator WorldWide ,Tupbanegan,Video Game,137.16,0.16
23189,Raptumedower  Inc,Froquestentor,Bluray,226.21,0.07
23189,Raptumedower  Inc,Froquestentor,Projector,226.21,0.07
23190,Vartumadax Direct Group,Surbanefantor,Dryer,187.64,0.35
23191,Inweradazz International Company,Trupickopentor,Projector,237.57,0.9
23192,Monpebover WorldWide ,Untinommar,Printer,375.61,0.47
23193,Raptanonan  ,Barbanimor,Phone,492.28,0.82
23194,Bartinistor WorldWide ,Klisaponover,Fax,259.64,0.43
23194,Bartinistor WorldWide ,Klisaponover,Washer,259.64,0.43
23195,Zeenipantor  Inc,Raptinupor,Fax,393.43,0.7
23195,Zeenipantor  Inc,Raptinupor,Phone,393.43,0.7
23195,Zeenipantor  Inc,Raptinupor,TV,393.43,0.7
23196,Cipjubaquistor  ,Raptanistor,MP3 Player,130.23,0.24
23196,Cipjubaquistor  ,Raptanistor,Projector,130.23,0.24
23197,Unglibamex  ,Varnipepicator,Speaker,173.1,0.83
23198,Tipnipover Direct ,Monnipower,Phone,104.04,0.81
23198,Tipnipover Direct ,Monnipower,TV,104.04,0.81
23199,Sursipewentor  ,Tipwerpantor,Dryer,94.01,0.8
23199,Sursipewentor  ,Tipwerpantor,Refridgerator,94.01,0.8
23200,Tupvenin Direct Inc,Ineramicator,Computer,479.59,0.45
23200,Tupvenin Direct Inc,Ineramicator,Projector,479.59,0.45
23200,Tupvenin Direct Inc,Ineramicator,Speaker,479.59,0.45
23201,Barnipistor  ,Hapsapicover,Air Purifier,318.44,0.02
23201,Barnipistor  ,Hapsapicover,Satellite Radio,318.44,0.02
23201,Barnipistor  ,Hapsapicover,Scanner,318.44,0.02
23202,Lombanazz  ,Tipsipan,Dryer,146.06,0.05
23202,Lombanazz  ,Tipsipan,Video Camera,146.06,0.05
23203,Truwerupex International Corp.,Parhupazz,Camera,149.43,0.71
23203,Truwerupex International Corp.,Parhupazz,TV,149.43,0.71
23203,Truwerupex International Corp.,Parhupazz,Washer,149.43,0.71
23204,Lomdiman WorldWide Corp.,Pardimower,Speaker,328.04,0.66
23204,Lomdiman WorldWide Corp.,Pardimower,Vacuum Cleaner,328.04,0.66
23205,Monnipistor  ,Tiptinax,Microwave,10.86,0.29
23205,Monnipistor  ,Tiptinax,Projector,10.86,0.29
23205,Monnipistor  ,Tiptinax,Washer,10.86,0.29
23206,Varjubower  Corp.,Klisipover,GPS,319.63,0.36
23207,Endjubupover International Company,Gromunicator,Bluray,398.54,0.9
23207,Endjubupover International Company,Gromunicator,MP3 Player,398.54,0.9
23207,Endjubupover International Company,Gromunicator,Video Game,398.54,0.9
23208,Adwerpaquover Holdings ,Monglibover,Printer,75.84,0.74
23209,Vartanazz International ,Qwiglibistor,Bluray,358.7,0.4
23210,Truerefar International ,Unsapin,Scanner,197.9,0.33
23211,Barmunar WorldWide ,Truglibedgax,Phone,174.08,0.19
23212,Barpickepex International Inc,Unvenazz,Fax,13.59,0.5
23212,Barpickepex International Inc,Unvenazz,Tool,13.59,0.5
23213,Monglibantor WorldWide Group,Dopmunantor,Fax,144.07,0.13
23213,Monglibantor WorldWide Group,Dopmunantor,Printer,144.07,0.13
23213,Monglibantor WorldWide Group,Dopmunantor,Scanner,144.07,0.13
23214,Rapjubover Holdings ,Tipwerpistor,Phone,98.48,0.35
23215,Inglibor International ,Cipkilopower,Microwave,42.01,0.45
23215,Inglibor International ,Cipkilopower,Tool,42.01,0.45
23215,Inglibor International ,Cipkilopower,Vacuum Cleaner,42.01,0.45
23216,Monrobor Direct ,Tiptumomman,Video Game,204.57,0.39
23216,Monrobor Direct ,Tiptumomman,Washer,204.57,0.39
23217,Monpickex  Group,Undimicor,Fax,240,0.7
23217,Monpickex  Group,Undimicor,Phone,240,0.7
23217,Monpickex  Group,Undimicor,Satellite Radio,240,0.7
23218,Endglibedin International ,Truwerackan,Car Audio,69.37,0.58
23218,Endglibedin International ,Truwerackan,CD,69.37,0.58
23218,Endglibedin International ,Truwerackan,Dryer,69.37,0.58
23219,Monpickedgazz International ,Upquestentor,Camera,225.22,0.69
23220,Lomtumower Holdings Corp.,Dopbanewan,GPS,387.5,0.77
23220,Lomtumower Holdings Corp.,Dopbanewan,TV,387.5,0.77
23221,Emvenazz Holdings ,Truvenilazz,TV,211.13,0.24
23221,Emvenazz Holdings ,Truvenilazz,Video Game,211.13,0.24
23222,Varbanower International ,Monglibplar,Recording Equipment,368.67,0.62
23223,Unzapistor International Company,Happickepistor,Computer,206.52,0.89
23223,Unzapistor International Company,Happickepistor,Scanner,206.52,0.89
23224,Dopvenonazz WorldWide ,Repickar,Phone,425.29,0.81
23224,Dopvenonazz WorldWide ,Repickar,Video Game,425.29,0.81
23225,Surzapar WorldWide ,Dopmunentor,Battery,269.6,0.2
